"director.id","worker.id","condition","sitename","privacy","avatars","contentrank","usersrank","socnetwork","revenue","agg.result","agg.nopriv","agg.noprivsn","age","edu","hhsize","female","notenglish","hhemploy","employed.f","country","feeds","tabs","norm"
10033,"AG61KO8OKSUPW","Cheap talk–surveillance","Kiva",1,0,1,1,0,1,4,3,3,43,"Some college or university-level education, without degree",8,"Female","Rarely",3,"employed full time","US","Good understanding","Full understanding",FALSE
10034,"A2RB4EB9ROMSXX","Cheap talk–surveillance","Kiva",1,1,0,0,1,1,4,3,2,25,"College or University-level degree",2,"Male","Rarely",1,"employed full time","GB","Good understanding","Full understanding",FALSE
10035,"A1UVJK8SIQKQIR","Normative Priming","KIVA",1,1,0,0,0,0,2,1,1,25,"College or University-level degree",6,"Male","Very often",1,"employed full time","IN",NA,"Full understanding",TRUE
10037,"A2G8VQGYU4N8UV","Normative Priming","Kiva",1,1,0,0,0,0,2,1,1,22,"College or University-level degree",2,"Male","Sometimes",2,"employed full time","US",NA,"Full understanding",TRUE
10038,"AQMWAIH7M5DKF","Punishment–accuracy","Kiva",1,0,1,1,0,1,4,3,3,27,"College or University-level degree",3,"Female","Often",1,"domestic spouse","GB","Good understanding","Good understanding",FALSE
10039,"A21H4XCM38IW2C","Trust","kiva",1,1,0,0,1,0,3,2,1,26,"High school degree or equivalent",3,"Female","Rarely",1,"domestic spouse","US",NA,"Good understanding",FALSE
10040,"A2957SZ7ZI6H19","Betting","kiva",1,0,0,0,1,0,2,1,0,27,"College or University-level degree",3,"Male","Very often",1,"employed full time","IN",NA,"Full understanding",FALSE
10041,"AS1CRCNFBBOX3","Betting","Kiva",1,1,0,0,1,1,4,3,2,26,"College or University-level degree",2,"Female","Never",1,"employed full time","US",NA,"Good understanding",FALSE
10042,"A2E2ZN2EDBJSGM","Reward–accuracy","Kiva",1,1,1,1,0,0,4,3,3,23,"College or University-level degree",1,"Female","Never",0,"employed full time","US",NA,"Full understanding",FALSE
10043,"A24D42M2F51HK0","Trust","Kiva",1,1,0,0,1,1,4,3,2,22,"Some college or university-level education, without degree",4,"Male","Very often",2,"student","MK","Some understanding","Some understanding",FALSE
10044,"A3CVT28XORCHZ2","Cheap talk–surveillance","Kiva",1,0,0,0,0,1,2,1,1,27,"College or University-level degree",3,"Female","Very often",1,"domestic spouse","US","Good understanding","Good understanding",FALSE
10045,"A25MZT3375QKKL","Humanization","Kiva",1,1,1,1,1,1,6,5,4,20,"High school degree or equivalent",1,"Male","Very often",0,"unemployed","US",NA,"Full understanding",FALSE
10046,"A1TVNQ452CNEJI","Promise-opportunity","Kiva",1,0,0,1,0,1,3,2,2,25,"High school degree or equivalent",4,"Male","Often",2,"student","RO","Some understanding","Good understanding",FALSE
10047,"A2XQT4FDOQ08P3","Demog only","Kiva",1,NA,NA,NA,NA,NA,NA,NA,NA,33,"College or University-level degree",5,"Male","Never",1,"employed full time","US","Some understanding","Full understanding",NA
10048,"A30P0D4HZB5ITK","Solidarity","Kiva",1,1,1,1,0,1,5,4,4,28,"Some college or university-level education, without degree",2,"Male","Never",1,"employed full time","US",NA,"Full understanding",FALSE
10049,"AZT7LIX9LC28A","BTS","Kiva",1,1,1,0,0,0,3,2,2,23,"College or University-level degree",4,"Male","Often",3,"student","MK",NA,"Full understanding",FALSE
10050,"A14QX07XN0KG6I","Cheap talk–surveillance","Kiva",1,1,0,1,1,0,4,3,2,22,"Some college or university-level education, without degree",2,"Female","Never",1,"student","US",NA,"Full understanding",FALSE
10051,"A1IVM1KOKBHDSB","Solidarity","Kiva",1,1,0,0,1,1,4,3,2,29,"College or University-level degree",1,"Female","Sometimes",NA,"employed full time","US","Some understanding","Good understanding",FALSE
10052,"A2Z68SOSAC2NTE","Trust","Kiva loans that change lives",1,1,0,0,1,0,3,2,1,26,"College or University-level degree",1,"Female","Very often",0,"employed full time","CA","Good understanding","Full understanding",FALSE
10053,"A1F9Z4IBBK9YTD","Solidarity","Kiva",1,1,1,1,1,0,5,4,3,21,"Some college or university-level education, without degree",4,"Female","Never",1,"student","US",NA,"Full understanding",FALSE
10054,"A23UK043115FQO","Humanization","Kiva",1,1,0,0,1,1,4,3,2,39,"Some college or university-level education, without degree",2,"Female","Never",1,"unemployed","US",NA,"Full understanding",FALSE
10055,"A2C85B8E3K4TIW","Normative Priming","Kiva",1,1,1,1,1,0,5,4,3,21,"College or University-level degree",4,"Female","Never",2,"student","US","Good understanding","Full understanding",TRUE
10056,"A2WYVAVEXYV8VX","Demog only","Kiva",1,NA,NA,NA,NA,NA,NA,NA,NA,27,"College or University-level degree",3,"Male","Never",2,"employed full time","US",NA,"Full understanding",NA
10057,"A32O53Y1D3NF48","Cheap talk–normative incentives","Kiva",1,0,1,0,0,1,3,2,2,33,"High school degree or equivalent",2,"Male","Very often",1,"employed full time","AZ","Some understanding","Little understanding",FALSE
10058,"A1PAYJKIFNZLDV","Punishment–accuracy","kiva",1,1,0,0,1,0,3,2,1,22,"Post-graduate or professional degree",3,"Female","Sometimes",2,"employed full time","IN","Good understanding","Good understanding",FALSE
10060,"AA9ZOZHFJF8AH","Punishment–accuracy","Kiva",1,0,0,0,0,1,2,1,1,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,FALSE
10061,"A3VSUSUO8ZZPNE","Solidarity","berkmancenter",0,0,0,0,0,0,0,0,0,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,FALSE
10062,"A141WXWO5H70WT","Cheap talk–normative incentives","kiva",1,1,0,0,1,1,4,3,2,20,"College or University-level degree",7,"Male","Very often",1,"employed part time","PH","Good understanding","Full understanding",FALSE
10063,"A3HHMTEVFJ7Q6U","Demog only","kiva",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"College or University-level degree",3,"Male","Often",1,"employed part time","IN","Some understanding","Some understanding",NA
10064,"A3169W3X5ITBU8","Solidarity","kiva",1,1,0,0,1,1,4,3,2,21,"Some college or university-level education, without degree",4,"Female","Often",1,"employed other","PH",NA,"Full understanding",FALSE
10065,"AMD40D0GC1L4R","Reward–accuracy","KIVA",1,0,1,1,0,0,3,2,2,42,"College or University-level degree",2,"Male","Rarely",0,"employed full time","US",NA,"Full understanding",FALSE
10066,"A1EUVFMRBG26C4","Normative Priming","Kiva Loans that change lives",1,1,0,0,1,1,4,3,2,30,"Post-graduate or professional degree",2,"Female","Rarely",1,"employed part time","US",NA,"Full understanding",TRUE
10067,"AEW502UBPJZDF","Tournament scoring","http://www.kiva.org/",1,1,0,0,0,0,2,1,1,24,"Some college or university-level education, without degree",6,"Female","Often",1,"employed full time","GT","Good understanding","Good understanding",FALSE
10068,"A3C7AVL4R1C1J4","Reward–agreement","kiva",1,1,0,0,0,0,2,1,1,29,"College or University-level degree",5,"Female","Often",1,"unemployed","IN",NA,"Little understanding",FALSE
10069,"A3CNHWY1LK7TLN","Demog only","kiva",1,NA,NA,NA,NA,NA,NA,NA,NA,21,"College or University-level degree",5,"Male","Often",2,"employed other","IN",NA,"Full understanding",NA
10070,"A1QAAL5TUV728V","Reward–agreement","Kiva",1,1,1,1,1,0,5,4,3,21,"Some college or university-level education, without degree",6,"Female","Very often",4,"student","US","Good understanding","Full understanding",FALSE
10072,"A11Q9MM0B90TAR","Cheap talk–normative incentives","Kiva",0,1,1,1,1,0,4,4,3,20,"Some college or university-level education, without degree",4,"Female","Never",3,"employed part time","US","Some understanding","Full understanding",FALSE
10073,"A1GCWTJZZWZP6","Punishment–accuracy","Kiva",1,1,1,0,1,0,4,3,2,26,"College or University-level degree",3,"Male","Rarely",0,"employed full time","US","Good understanding","Full understanding",FALSE
10074,"A361MJVI205B88","Control","Kiva",1,1,0,0,1,0,3,2,1,26,"College or University-level degree",1,"Female","Often",0,"student","US",NA,"Full understanding",FALSE
10075,"A3GC5KBBR0F8HR","Reward–agreement","Kiva",1,1,0,0,1,1,4,3,2,31,"Post-graduate or professional degree",1,"Female","Rarely",NA,"employed full time","US",NA,"Full understanding",FALSE
10076,"AIH53DAVA672L","Trust","Kiva",1,1,1,1,1,0,5,4,3,47,"College or University-level degree",2,"Female","Never",1,"student","US",NA,"Full understanding",FALSE
10077,"A15D5GW17KYUEJ","Humanization","http://www.google.co.id",1,0,0,0,0,0,1,0,0,23,"College or University-level degree",4,"Male","Sometimes",2,"employed part time","ID","Some understanding","Good understanding",FALSE
10078,"A2KLEFPZKKIC9G","Reward–agreement","kiva",1,1,0,0,0,1,3,2,2,23,"College or University-level degree",7,"Male","Never",2,"employed part time","US",NA,"Some understanding",FALSE
10079,"A2E2C1HNMSOYBE","Normative Priming","KIVA",1,1,0,1,0,1,4,3,3,25,"Some college or university-level education, without degree",2,"Male","Never",1,"unemployed","US","Good understanding","Full understanding",TRUE
10080,"A1M05NHIHZQOCH","Promise-opportunity","kiva",1,0,0,0,0,0,1,0,0,29,"High school degree or equivalent",5,"Male","9999",5,"employed full time","US",NA,"Little understanding",FALSE
10081,"A2UZAA6S6JMYZ7","Reward–agreement","Kiva",1,1,0,0,1,1,4,3,2,42,"College or University-level degree",5,"Male","Rarely",3,"unemployed","US",NA,"Full understanding",FALSE
10082,"A2UHAB98DW9TKZ","Reward–accuracy","Kiva",1,1,0,0,1,0,3,2,1,62,"College or University-level degree",2,"Female","Rarely",1,"employed part time","US",NA,"Good understanding",FALSE
10083,"A18HC62T1SROBJ","Normative Priming","Kiva",1,1,0,0,1,1,4,3,2,34,"Post-graduate or professional degree",6,"Male","Often",3,"employed part time","IN","Good understanding","Little understanding",TRUE
10084,"AAOKJ6356Z9X6","Punishment–accuracy","Kiva - Loans that change lives",1,0,0,0,1,1,3,2,1,21,"Some college or university-level education, without degree",4,"Male","Sometimes",1,"student",NA,"Good understanding","Good understanding",FALSE
10085,"A1T6AF7FF2LZ56","Reward–accuracy","loans that change lives",1,0,0,0,0,1,2,1,1,33,"Some college or university-level education, without degree",3,"Male","Never",0,"unemployed","US",NA,"Some understanding",FALSE
10086,"AW55F72SGJM4Q","BTS","kiva",1,1,0,0,0,1,3,2,2,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,FALSE
10087,"A3GCDP7N4SEUTD","Reward–agreement","kiva",1,1,1,1,1,1,6,5,4,28,"Post-graduate or professional degree",1,"Female","Never",0,"employed full time","US","Some understanding","Full understanding",FALSE
10088,"A1S3YOIOD7PZT6","Humanization","Kiva",1,1,1,0,1,0,4,3,2,18,"Less than a high school degree or equivalent",5,"Male","Rarely",1,"employed part time","US",NA,"Full understanding",FALSE
10089,"AAFD2X6Q84WJD","Tournament scoring","Kiva",1,1,0,0,1,1,4,3,2,46,"College or University-level degree",1,"Female","Rarely",0,"unemployed","US",NA,"Good understanding",FALSE
10090,"A3LNCJ3W1A5V9R","Reward–accuracy","kiva",1,1,0,0,1,1,4,3,2,28,"Post-graduate or professional degree",3,"Male","Sometimes",1,"employed part time","IN","Good understanding","Good understanding",FALSE
10091,"A3UOD54TVFR258","Betting","Kiva",1,0,0,0,0,1,2,1,1,23,"College or University-level degree",4,"Female","Very often",2,"employed full time","IN","Good understanding","Full understanding",FALSE
10092,"AFC3CJ99SZFBF","Betting","kiva",1,1,0,0,1,0,3,2,1,25,"College or University-level degree",3,"Female","Often",2,"employed full time","PH","Some understanding","Some understanding",FALSE
10093,"A2ZOKL6H23HG3R","Tournament scoring","Kiva",1,1,1,1,1,0,5,4,3,43,"Post-graduate or professional degree",1,"Female","Rarely",0,"employed full time","GB","Some understanding","Little understanding",FALSE
10094,"A14IQ4GLNWNPOJ","BTS","Kiva",1,1,0,0,1,0,3,2,1,58,"College or University-level degree",3,"Male","Very often",0,"employed full time","SN","Good understanding","Full understanding",FALSE
10095,"A1B0FD5G154KC8","Promise-opportunity","kiva",1,1,0,0,1,0,3,2,1,18,"College or University-level degree",4,"Male","Sometimes",2,"student","IN",NA,"Full understanding",FALSE
10096,"A1PDLNHCMFVSDR","Normative Priming","Kiva",0,1,1,1,1,1,5,5,4,48,"Post-graduate or professional degree",1,"Female","Rarely",0,"employed full time","US","Some understanding","Little understanding",TRUE
10097,"A1FEV73YXSGOA6","Promise-opportunity","kiva",1,1,0,0,1,1,4,3,2,38,"Some college or university-level education, without degree",1,"Female","Never",0,"employed other","GB",NA,"Little understanding",FALSE
10098,"A3P2GHFSKYCQBA","Normative Priming","Kiva",1,1,0,0,0,0,2,1,1,30,"Post-graduate or professional degree",2,"Male","Never",2,"employed full time","US",NA,"Full understanding",TRUE
10099,"ABLGLGW8Y3RIR","Control","www.kiva.org",1,1,1,1,0,0,4,3,3,25,"Post-graduate or professional degree",1,"Female","Very often",NA,"student","CN","Some understanding","Good understanding",FALSE
10100,"A7HG292HELB4W","Cheap talk–surveillance","KIVA",1,0,0,0,1,0,2,1,0,22,"College or University-level degree",5,"Female","Very often",0,"student","US","Good understanding","Little understanding",FALSE
10101,"A1QUTT05LQMGEK","Normative Priming","Kiva",1,1,1,1,1,1,6,5,4,37,"Post-graduate or professional degree",4,"Female","Rarely",1,"employed full time","US","Some understanding","Good understanding",TRUE
10102,"A3D7UWJ7SQ0WUM","Tournament scoring","kiva, loans that change lives",1,1,0,0,0,0,2,1,1,22,"Some college or university-level education, without degree",4,"Female","Never",2,"employed full time","US",NA,"Some understanding",FALSE
10103,"A3HBWZPM6LZ3YK","Solidarity","kiva",1,1,0,0,1,1,4,3,2,43,"College or University-level degree",1,"9999","Sometimes",0,"employed full time","US",NA,"Full understanding",FALSE
10104,"A76I0I8MIRSMK","Betting","kiva",1,1,0,0,0,0,2,1,1,20,"College or University-level degree",5,"Male","Very often",2,"student","IN",NA,"Little understanding",FALSE
10105,"AUMO7AKMH2FBW","BTS","Kiva",1,1,0,0,0,0,2,1,1,21,"Some college or university-level education, without degree",NA,"Male","Never",1,"student","US","Good understanding","Full understanding",FALSE
10106,"A3S53PP7MHTIW","Punishment–accuracy","Kiva",0,1,1,0,1,0,3,3,2,18,"High school degree or equivalent",4,"Male","Never",2,"student","US","Some understanding","Full understanding",FALSE
10107,"A16SPXQM0K9QEP","Trust","Kiva",1,0,1,1,1,1,5,4,3,32,"Post-graduate or professional degree",3,"Male","Very often",1,"student","US",NA,"Full understanding",FALSE
10109,"A20H9MQGTFTQIF","BTS","Kiva",1,1,0,0,1,0,3,2,1,25,"Some college or university-level education, without degree",2,"Male","Very often",2,"employed part time","PT","Good understanding","Full understanding",FALSE
10110,"A1NFCEGZZ5DHAD","Trust","Kiva: Loans that change lives.",1,1,0,0,1,1,4,3,2,35,"Some college or university-level education, without degree",3,"Female","Never",2,"employed other","US",NA,"Full understanding",FALSE
10111,"A3SANUYAJ8BF59","Normative Priming","Kiva",1,0,0,0,0,0,1,0,0,33,"College or University-level degree",2,"Male","Sometimes",1,"employed full time","CA",NA,"Full understanding",TRUE
10112,"A3UF2C40IMIWB8","Reward–agreement","Kiva",1,1,1,0,1,0,4,3,2,24,"College or University-level degree",3,"Female","Rarely",1,"employed full time","US","Good understanding","Full understanding",FALSE
10113,"A2CCSFYX3X4ECB","Normative Priming","kiva",1,1,0,0,1,1,4,3,2,31,"Post-graduate or professional degree",8,"Male","Very often",2,"employed other","IN",NA,"Full understanding",TRUE
10114,"A37D1YB9UYQMB0","Punishment–agreement","Kiva",1,1,0,0,1,1,4,3,2,29,"College or University-level degree",3,"Male","Often",1,"employed full time","IN","Some understanding","Some understanding",FALSE
10115,"A1SO604B523Q68","BTS","Kiva",1,1,1,1,1,1,6,5,4,34,"College or University-level degree",4,"Female","Rarely",1,"domestic spouse","US","Some understanding","Full understanding",FALSE
10116,"A8D0CJSC25XPV","Tournament scoring","Kiva",1,1,1,0,0,1,4,3,3,36,"College or University-level degree",3,"Female","Sometimes",1,"employed other","US","Good understanding","Full understanding",FALSE
10117,"A2HDNC32IICQXZ","Demog only","Kiva",1,NA,NA,NA,NA,NA,NA,NA,NA,37,"Some college or university-level education, without degree",5,"Male","Never",0,"unemployed","US","Good understanding","Full understanding",NA
10118,"A194N97I40Z9C8","Punishment–agreement","Kiva",1,1,0,0,1,0,3,2,1,27,"Some college or university-level education, without degree",4,"Male","Very often",1,"employed other","MX",NA,"Full understanding",FALSE
10119,"A2G15LYFSOEBV5","Tournament scoring","KIVA",1,1,0,0,1,0,3,2,1,24,"College or University-level degree",7,"Male","Very often",1,"employed other","IN",NA,"Full understanding",FALSE
10120,"AUW0KMN5J2SOB","Solidarity","Kiva",1,1,0,0,0,0,2,1,1,37,"Less than a high school degree or equivalent",3,"Male","Never",0,"employed full time","GB","Some understanding","Full understanding",FALSE
10121,"A18J9MGNQ3I5CN","Demog only","Kiva",1,NA,NA,NA,NA,NA,NA,NA,NA,36,"Post-graduate or professional degree",5,"Female","Never",1,"employed other","US",NA,"Full understanding",NA
10122,"A1GRKB2Z1V8972","Betting","Kiva",1,1,0,0,0,0,2,1,1,24,"College or University-level degree",1,"Female","Sometimes",0,"student","US","Some understanding","Full understanding",FALSE
10123,"A3L0N2ERD5I4XP","Punishment–agreement","Kiva",1,1,1,1,1,1,6,5,4,52,"High school degree or equivalent",2,"Female","Never",0,"employed full time","US",NA,"Good understanding",FALSE
10124,"A1TDZS0UOUC6RX","Punishment–accuracy","Kiva",1,1,1,1,1,0,5,4,3,22,"High school degree or equivalent",2,"Female","Rarely",0,"unemployed","US","Good understanding","Full understanding",FALSE
10125,"A3ONTK0HPYFWVU","Control","Kiva",1,1,0,0,1,0,3,2,1,24,"College or University-level degree",4,"Female","Often",2,"student","US","Some understanding","Full understanding",FALSE
10126,"A1S7DZ7HMVL3E","Reward–agreement","kiva",1,0,0,0,0,1,2,1,1,23,"College or University-level degree",4,"Female","Very often",3,"employed part time","IN","Good understanding","Full understanding",FALSE
